144,76
89,137
77,122
113,66
143,97
89,138
78,151
112,86
143,76
88,137
102,66
123,97
88,138
77,122
113,66
123,76
66,137
99,122
133,86
124,97
89,137
77,151
111,66
122,76
67,108
101,123
111,66
123,76
88,138
78,151
112,66
124,76
88,108
100,122
135,86
123,76
88,109
100,153
134,86
143,76
66,108
77,122
111,66
123,76
67,108
100,124
111,86
143,97
67,108
78,151
112,66
143,76
88,109
77,121
134,66
144,97
88,137
100,152
134,86
143,97
89,108
77,121
112,86
143,97
88,138
101,124
111,86
124,76
89,109
101,124
134,86
144,97
67,136
77,122
135,66
122,76
88,108
99,122
113,66
123,76
88,138
99,123
134,86
122,97
89,138
101,152
112,86
121,97
67,137
77,151
134,66
124,76
88,108
77,122
111,66
124,97
66,108
77,122
135,66
122,76
66,108
100,153
134,66
144,97
67,136
76,122
111,86
144,76
89,108
78,152
132,86
143,97
67,137
78,123
134,86
123,97
88,137
100,122
114,86
143,97
66,108
100,122
113,86
123,97
66,136
101,124
111,86
144,97
89,138
77,151
112,86
144,97
66,136
77,122
134,66
123,76
88,108
77,122
113,66
122,76
66,136
77,152
113,66
122,97
67,108
77,122
133,66
143,97
89,108
100,124
135,86
143,76
88,138
100,152
111,86
123,97
66,135
77,151
114,66
123,76
66,135
100,124
111,66
144,76
67,137
77,151
133,66
144,76
67,108
78,122
133,66
144,76
67,137
100,123
134,86
143,76
66,107
77,122
113,66
122,76
66,108
77,121
112,66
122,76
88,108
100,124
132,66
144,76
67,107
101,124
110,66
123,97
67,108
101,123
113,66
122,97
66,137
77,152
135,66
143,97
66,135
100,122
113,66
144,97
89,138
101,123
112,86
143,76
67,136
77,123
111,66
124,97
88,138
101,151
133,66
144,97
88,138
101,123
135,66
143,97
88,137
100,152
114,66
122,76
66,108
100,152
133,66
124,76
89,109
77,122
111,66
122,76
67,108
78,122
111,66
123,76
67,108
101,123
135,66
124,76
66,108
77,122
113,66
122,97
66,108
77,121
113,86
123,76
66,107
77,121
113,66
123,97
67,108
77,122
112,66
144,76
89,108
77,123
112,66
143,76
89,138
101,123
111,66
123,76
66,108
77,121
134,86
143,97
66,108
100,122
114,66
144,97
88,138
77,152
133,86
144,76
67,136
100,152
112,66
144,97
67,108
102,124
133,86
123,97
66,136
77,122
133,86
123,97
88,137
101,122
112,66
123,76
66,135
77,152
112,86
122,97
66,108
77,152
112,86
124,97
67,136
77,123
112,66
123,97
67,108
78,123
112,66
143,97
66,137
78,122
134,86
123,97
66,107
77,121
113,66
143,97
66,107
77,152
112,66
122,76
67,107
77,123
112,86
124,76
89,138
78,122
111,66
124,76
67,137
78,122
134,66
143,97
66,137
77,152
114,86
144,76
88,108
100,153
134,66
123,97
88,108
100,122
134,86
123,97
89,138
101,152
132,66
123,97
89,108
100,123
134,86
143,97
66,137
101,123
135,86
123,76
66,107
101,153
135,86
124,97
66,136
101,122
134,86
143,76
88,137
77,152
133,66
123,76
67,108
77,152
133,86
123,76
67,107
77,123
111,86
143,76
89,138
78,152
134,86
122,97
66,108
77,122
113,66
144,76
67,108
77,121
134,86
123,97
67,107
77,122
134,66
143,76
89,138
77,122
134,66
144,97
89,138
101,122
113,66
124,76
66,107
77,122
112,66
143,76
66,136
100,153
112,66
124,97
67,108
101,123
132,66
121,76
89,109
100,152
133,86
144,97
88,138
101,151
134,66
124,76
66,136
101,153
134,86
143,76
66,135
77,122
133,66
143,76
88,138
99,152
112,86
124,76
89,108
77,122
132,66
144,76
67,108
77,122
134,86
143,76
88,138
77,152
135,86
144,97
66,136
77,151
113,86
122,97
88,108
77,122
134,66
123,76
67,108
77,152
112,66
124,76
89,108
78,122
111,66
143,97
88,108
101,152
113,86
122,76
66,136
100,122
134,66
123,97
89,138
100,153
112,86
123,76
89,138
77,151
133,86
144,76
67,137
101,151
111,65
144,76
66,136
77,152
112,86
143,76
66,136
100,153
134,86
123,97
66,136
100,153
112,86
123,76
89,108
77,122
132,66
123,76
67,107
78,123
111,86
123,97
67,107
78,151
112,66
123,76
88,109
101,152
133,66
143,76
88,136
100,122
134,86
143,97
66,136
77,152
112,86
123,97
67,108
77,122
112,86
144,76
67,108
101,122
111,86
123,97
89,109
101,123
112,66
123,76
88,108
101,122
112,86
143,76
89,137
100,123
113,66
123,76
67,108
77,121
112,66
122,76
67,108
77,123
132,66
144,76
89,108
101,123
111,66
143,76
66,108
77,151
114,66
144,76
66,107
77,152
114,86
123,97
88,109
100,152
112,86
143,76
67,108
101,152
133,86
144,76
67,137
100,123
111,86
124,76
67,108
