77,152
134,86
143,97
88,108
100,152
134,86
144,76
88,109
100,152
133,86
143,97
67,108
77,122
111,66
143,97
89,108
77,122
133,66
124,76
67,108
78,122
110,66
123,76
66,107
77,121
113,66
143,76
88,108
77,122
113,66
123,76
66,108
77,151
112,66
122,76
67,137
77,122
111,66
123,76
67,107
78,151
111,66
123,76
66,107
100,123
135,66
123,76
66,108
100,122
134,86
143,76
66,107
77,122
112,66
123,76
88,137
100,152
112,66
144,76
67,108
101,152
134,86
122,97
89,138
101,123
113,86
143,97
66,108
101,152
113,66
143,76
88,137
77,152
113,86
123,76
88,137
77,152
133,86
144,76
67,108
77,122
112,86
123,97
67,137
78,151
111,66
124,97
67,136
77,151
114,86
123,76
66,108
77,152
113,66
124,76
66,107
100,152
113,86
122,76
89,137
77,152
111,66
123,76
67,108
100,152
111,66
124,97
67,108
78,123
112,66
124,76
66,136
77,122
134,86
123,76
66,107
77,122
115,86
124,76
89,108
101,152
113,86
123,97
67,137
101,123
133,66
144,97
89,108
78,151
132,66
144,76
89,137
78,152
134,86
143,97
88,108
77,152
135,66
144,76
88,137
99,152
113,86
144,76
89,138
77,123
112,66
143,97
89,138
77,150
112,86
143,76
89,138
101,122
133,86
125,97
88,108
77,121
113,66
122,97
88,136
77,122
114,66
123,76
66,136
100,123
134,86
121,97
89,138
77,151
112,66
122,76
67,108
101,123
112,66
123,76
88,137
78,152
112,66
123,76
88,108
100,122
134,86
123,76
88,109
101,152
133,86
143,76
67,107
77,122
112,66
122,76
67,108
101,123
111,86
143,97
66,107
78,152
112,66
143,76
88,109
77,122
134,66
144,97
89,138
99,152
133,86
143,97
89,108
77,121
111,86
144,97
88,138
101,123
111,86
123,76
88,108
101,123
134,86
144,97
67,137
78,122
134,66
122,76
88,108
100,123
115,66
122,76
88,137
100,123
134,86
123,97
88,138
101,151
113,86
122,97
67,137
77,151
132,66
123,76
89,108
78,122
112,66
123,97
66,108
77,121
135,66
123,76
66,107
100,152
135,66
143,97