-4.260000E-03,+506.766318E-03,+17.839074E-03
-4.255000E-03,+536.917072E-03,-22.361930E-03
-4.250000E-03,+504.253756E-03,+2.763697E-03
-4.245000E-03,+499.228630E-03,+17.839074E-03
-4.240000E-03,+496.716067E-03,-32.412182E-03
-4.235000E-03,+496.716067E-03,+17.839074E-03
-4.230000E-03,+536.917072E-03,-47.487558E-03
-4.225000E-03,+499.228630E-03,-52.512684E-03
-4.220000E-03,+509.278881E-03,-7.286554E-03
-4.215000E-03,+536.917072E-03,+17.839074E-03
-4.210000E-03,+536.917072E-03,-47.487558E-03
-4.205000E-03,+536.917072E-03,+17.839074E-03
-4.200000E-03,+536.917072E-03,-27.387056E-03
-4.195000E-03,+521.841695E-03,+17.839074E-03
-4.190000E-03,+499.228630E-03,+17.839074E-03
-4.185000E-03,+529.379383E-03,+17.839074E-03
-4.180000E-03,+519.329132E-03,+17.839074E-03
-4.175000E-03,+521.841695E-03,+17.839074E-03
-4.170000E-03,+499.228630E-03,+93.215958E-03
-4.165000E-03,+526.866821E-03,+37.939576E-03
-4.160000E-03,+496.716067E-03,-62.562935E-03
-4.155000E-03,+536.917072E-03,-37.437307E-03
-4.150000E-03,+496.716067E-03,+17.839074E-03
-4.145000E-03,+504.253756E-03,+63.065204E-03
-4.140000E-03,+514.304007E-03,+17.839074E-03
-4.135000E-03,+536.917072E-03,+17.839074E-03
-4.130000E-03,+534.404509E-03,+17.839074E-03
-4.125000E-03,+536.917072E-03,+17.839074E-03
-4.120000E-03,+536.917072E-03,-22.361930E-03
-4.115000E-03,+526.866821E-03,+17.839074E-03
-4.110000E-03,+534.404509E-03,+17.839074E-03
-4.105000E-03,+496.716067E-03,+17.839074E-03
-4.100000E-03,+496.716067E-03,+17.839074E-03
-4.095000E-03,+567.067825E-03,-42.462433E-03
-4.090000E-03,+536.917072E-03,-52.512684E-03
-4.085000E-03,+509.278881E-03,+17.839074E-03
-4.080000E-03,+536.917072E-03,-12.311679E-03
-4.075000E-03,+501.741193E-03,+17.839074E-03
-4.070000E-03,+531.891946E-03,+17.839074E-03
-4.065000E-03,+536.917072E-03,-7.286554E-03
-4.060000E-03,+536.917072E-03,-62.562935E-03
-4.055000E-03,+536.917072E-03,+17.839074E-03
-4.050000E-03,+529.379383E-03,-47.487558E-03
-4.045000E-03,+496.716067E-03,+17.839074E-03
-4.040000E-03,+536.917072E-03,-32.412182E-03
-4.035000E-03,+536.917072E-03,-62.562935E-03
-4.030000E-03,+461.540188E-03,+32.914451E-03
-4.025000E-03,+536.917072E-03,+17.839074E-03
-4.020000E-03,+509.278881E-03,+17.839074E-03
-4.015000E-03,+499.228630E-03,+12.813949E-03
-4.010000E-03,+536.917072E-03,-62.562935E-03
-4.005000E-03,+536.917072E-03,-22.361930E-03
-4.000000E-03,+551.992449E-03,-37.437307E-03
-3.995000E-03,+499.228630E-03,+17.839074E-03
-3.990000E-03,+536.917072E-03,-62.562935E-03
-3.985000E-03,+536.917072E-03,+17.839074E-03
-3.980000E-03,+536.917072E-03,+17.839074E-03
-3.975000E-03,+496.716067E-03,+17.839074E-03
-3.970000E-03,+536.917072E-03,-62.562935E-03
-3.965000E-03,+536.917072E-03,+17.839074E-03
-3.960000E-03,+536.917072E-03,-62.562935E-03
-3.955000E-03,+496.716067E-03,+17.839074E-03
-3.950000E-03,+536.917072E-03,-2.261428E-03
-3.945000E-03,+536.917072E-03,-17.336805E-03
-3.940000E-03,+519.329132E-03,+17.839074E-03
-3.935000E-03,+496.716067E-03,+17.839074E-03
-3.930000E-03,+509.278881E-03,+17.839074E-03
-3.925000E-03,+536.917072E-03,+17.839074E-03
-3.920000E-03,+529.379383E-03,+7.788823E-03
-3.915000E-03,+499.228630E-03,+12.813949E-03
-3.910000E-03,+536.917072E-03,+17.839074E-03
-3.905000E-03,+519.329132E-03,+17.839074E-03
-3.900000E-03,+501.741193E-03,-62.562935E-03
-3.895000E-03,+496.716067E-03,+32.914451E-03
-3.890000E-03,+519.329132E-03,+17.839074E-03
-3.885000E-03,+536.917072E-03,-32.412182E-03
-3.880000E-03,+499.228630E-03,+17.839074E-03
-3.875000E-03,+501.741193E-03,+17.839074E-03
-3.870000E-03,+519.329132E-03,+17.839074E-03
-3.865000E-03,+521.841695E-03,+17.839074E-03
-3.860000E-03,+531.891946E-03,-52.512684E-03
-3.855000E-03,+544.454760E-03,-42.462433E-03
-3.850000E-03,+536.917072E-03,+17.839074E-03
-3.845000E-03,+506.766318E-03,+17.839074E-03
-3.840000E-03,+534.404509E-03,+98.241083E-03
-3.835000E-03,+544.454760E-03,+2.763697E-03
-3.830000E-03,+496.716067E-03,+17.839074E-03
-3.825000E-03,+496.716067E-03,+17.839074E-03
-3.820000E-03,+534.404509E-03,-57.537809E-03
-3.815000E-03,+524.354258E-03,+17.839074E-03
-3.810000E-03,+536.917072E-03,+17.839074E-03
-3.805000E-03,+536.917072E-03,-62.562935E-03
-3.800000E-03,+496.716067E-03,+17.839074E-03
-3.795000E-03,+536.917072E-03,+17.839074E-03
-3.790000E-03,+514.304007E-03,+63.065204E-03
-3.785000E-03,+536.917072E-03,-62.562935E-03
-3.780000E-03,+499.228630E-03,+17.839074E-03
-3.775000E-03,+509.278881E-03,+17.839074E-03
-3.770000E-03,+511.791444E-03,-12.311679E-03
-3.765000E-03,+536.917072E-03,+17.839074E-03
-3.760000E-03,+536.917072E-03,+17.839074E-03
-3.755000E-03,+577.118076E-03,+17.839074E-03
-3.750000E-03,+511.791444E-03,-27.387056E-03
-3.745000E-03,+536.917072E-03,+17.839074E-03
-3.740000E-03,+541.942197E-03,+17.839074E-03
-3.735000E-03,+559.530137E-03,+17.839074E-03
-3.730000E-03,+536.917072E-03,+17.839074E-03
-3.725000E-03,+536.917072E-03,+17.839074E-03
-3.720000E-03,+577.118076E-03,-47.487558E-03
-3.715000E-03,+536.917072E-03,+53.014953E-03
-3.710000E-03,+737.922095E-03,+178.643093E-03
-3.705000E-03,+979.128122E-03,+419.849120E-03
-3.700000E-03,+818.324104E-03,+324.371734E-03
-3.695000E-03,+634.907020E-03,+138.442088E-03
-3.690000E-03,+536.917072E-03,+17.839074E-03
-3.685000E-03,+536.917072E-03,+17.839074E-03
-3.680000E-03,+544.454760E-03,+2.763697E-03
-3.675000E-03,+577.118076E-03,-22.361930E-03
-3.670000E-03,+536.917072E-03,-2.261428E-03
-3.665000E-03,+536.917072E-03,+17.839074E-03
-3.660000E-03,+524.354258E-03,-37.437307E-03
-3.655000E-03,+514.304007E-03,+17.839074E-03
-3.650000E-03,+526.866821E-03,+17.839074E-03
-3.645000E-03,+534.404509E-03,+17.839074E-03
-3.640000E-03,+536.917072E-03,+17.839074E-03
-3.635000E-03,+557.017574E-03,-22.361930E-03
-3.630000E-03,+544.454760E-03,+2.763697E-03
-3.625000E-03,+536.917072E-03,+17.839074E-03
-3.620000E-03,+536.917072E-03,-32.412182E-03
-3.615000E-03,+511.791444E-03,+7.788823E-03
-3.610000E-03,+536.917072E-03,-62.562935E-03
-3.605000E-03,+531.891946E-03,+93.215958E-03
-3.600000E-03,+509.278881E-03,+17.839074E-03
-3.595000E-03,+511.791444E-03,+17.839074E-03
-3.590000E-03,+501.741193E-03,-62.562935E-03
-3.585000E-03,+536.917072E-03,+17.839074E-03
-3.580000E-03,+536.917072E-03,+17.839074E-03
-3.575000E-03,+536.917072E-03,-62.562935E-03
-3.570000E-03,+536.917072E-03,+12.813949E-03
-3.565000E-03,+536.917072E-03,-47.487558E-03
-3.560000E-03,+536.917072E-03,-62.562935E-03
-3.555000E-03,+521.841695E-03,-32.412182E-03
-3.550000E-03,+531.891946E-03,-52.512684E-03
-3.545000E-03,+536.917072E-03,-62.562935E-03
-3.540000E-03,+514.304007E-03,-62.562935E-03
-3.535000E-03,+536.917072E-03,-2.261428E-03
-3.530000E-03,+536.917072E-03,+17.839074E-03
-3.525000E-03,+496.716067E-03,+17.839074E-03
-3.520000E-03,+496.716067E-03,+17.839074E-03
-3.515000E-03,+506.766318E-03,-37.437307E-03
-3.510000E-03,+536.917072E-03,+17.839074E-03
-3.505000E-03,+506.766318E-03,-37.437307E-03
-3.500000E-03,+534.404509E-03,-17.336805E-03
-3.495000E-03,+536.917072E-03,-42.462433E-03
-3.490000E-03,+536.917072E-03,-57.537809E-03
-3.485000E-03,+506.766318E-03,+17.839074E-03
-3.480000E-03,+514.304007E-03,-22.361930E-03
-3.475000E-03,+567.067825E-03,-42.462433E-03
-3.470000E-03,+536.917072E-03,+12.813949E-03
-3.465000E-03,+521.841695E-03,-32.412182E-03
-3.460000E-03,+519.329132E-03,-27.387056E-03
-3.455000E-03,+536.917072E-03,-47.487558E-03
-3.450000E-03,+496.716067E-03,-52.512684E-03
-3.445000E-03,+521.841695E-03,+17.839074E-03
-3.440000E-03,+519.329132E-03,+17.839074E-03
-3.435000E-03,+536.917072E-03,-47.487558E-03
-3.430000E-03,+536.917072E-03,-47.487558E-03
